Accused_ID,Accused_Name,Gender,Age,Address,Contact_No,Nationality,Status,Created_At
39963,Sunita Nair,Female,26,"161, Nehru Street, Bhopal",+91-8625545330,Indian,Acquitted,2021-07-19
39964,Arun Das,Male,31,"424, Nehru Street, Ghaziabad",+91-9361094494,Indian,Absconding,2022-04-15
39965,Geeta Rao,Female,25,"382, Shivaji Marg, Bangalore",+91-9227428081,Pakistani,Acquitted,2021-02-21
39966,Amit Shah,Male,18,"440, MG Road, Agra",+91-8580049377,Indian,Absconding,2019-10-26
39967,Lakshmi Pandey,Female,27,"55, Patel Colony, Nagpur",+91-9853660525,Indian,At Large,2020-11-22
39968,Pradeep Pillai,Male,44,"150, Gandhi Nagar, Lucknow",+91-7789872038,Nepali,Acquitted,2020-09-23
39969,Pooja Tiwari,Female,64,"784, Gandhi Nagar, Visakhapatnam",+91-7594283259,Indian,Acquitted,2019-08-21
39970,Vinod Verma,Male,39,"423, Gandhi Nagar, Srinagar",+91-9326403692,Nepali,At Large,2021-06-25
39971,Vinod Iyer,Male,23,"518, Shivaji Marg, Bangalore",+91-9534828480,Bangladeshi,Absconding,2023-05-19
39972,Asha Mishra,Female,40,"873, Patel Colony, Ludhiana",+91-7109629210,Indian,Arrested,2021-05-07
39973,Sunil Rao,Male,59,"831, MG Road, Faridabad",+91-8203165020,Indian,Arrested,2019-03-28
39974,Kavita Chopra,Female,24,"399, Patel Colony, Vasai",+91-7235342788,Indian,Arrested,2020-02-05
39975,Naveen Pandey,Male,60,"393, Patel Colony, Ahmedabad",+91-7148524255,Indian,Convicted,2021-12-03
39976,Geeta Sharma,Female,50,"817, Gandhi Nagar, Ludhiana",+91-8104590759,Bangladeshi,Absconding,2023-04-10
39977,Kiran Verma,Male,65,"468, Shivaji Marg, Surat",+91-8662185029,Indian,Arrested,2019-04-03
39978,Pooja Das,Female,43,"680, MG Road, Jaipur",+91-7520962348,Indian,Acquitted,2022-05-05
39979,Ajay Rao,Male,63,"702, Nehru Street, Surat",+91-9503266512,Indian,Absconding,2022-02-02
39980,Priya Singh,Female,57,"864, Shivaji Marg, Srinagar",+91-7428061120,Indian,At Large,2021-05-21
39981,Rajesh Verma,Male,54,"305, MG Road, Bangalore",+91-9880521919,Indian,Acquitted,2021-09-14
39982,Divya Pandey,Female,60,"771, Gandhi Nagar, Bangalore",+91-7787686584,Indian,Absconding,2019-01-11
39983,Divya Rao,Female,26,"707, Nehru Street, Ahmedabad",+91-7303252958,Indian,At Large,2023-11-12
39984,Anita Kumar,Female,51,"447, Nehru Street, Delhi",+91-7885983429,Indian,Convicted,2019-04-08
39985,Pradeep Shah,Male,23,"809, MG Road, Kalyan",+91-8377611722,Indian,Arrested,2020-06-09
39986,Vinod Reddy,Male,19,"406, Patel Colony, Surat",+91-9485882236,Indian,At Large,2021-10-01
39987,Deepak Reddy,Male,31,"478, Patel Colony, Nagpur",+91-9677740928,Indian,Absconding,2020-09-13
39988,Kiran Das,Male,60,"890, Gandhi Nagar, Visakhapatnam",+91-7570966142,Indian,Acquitted,2021-01-17
39989,Neha Nair,Female,25,"586, Gandhi Nagar, Varanasi",+91-9231756549,Indian,Absconding,2019-11-20
39990,Manoj Reddy,Male,39,"463, MG Road, Srinagar",+91-8508356579,Indian,At Large,2020-07-20
39991,Vikram Gupta,Male,44,"432, Shivaji Marg, Jaipur",+91-8800124233,Indian,Acquitted,2022-06-17
39992,Suresh Nair,Male,23,"207, Shivaji Marg, Bangalore",+91-9197191643,Indian,Absconding,2020-02-29
39993,Dinesh Patel,Male,39,"835, MG Road, Kalyan",+91-7462634771,Indian,At Large,2023-10-05
39994,Pradeep Patel,Male,54,"415, MG Road, Agra",+91-7476815440,Indian,Convicted,2021-02-12
39995,Anjali Pillai,Female,46,"463, Patel Colony, Kanpur",+91-8285577281,Indian,At Large,2020-01-01
39996,Sushma Joshi,Female,30,"385, Shivaji Marg, Delhi",+91-8429350493,Indian,Convicted,2022-07-17
39997,Geeta Singh,Female,43,"372, Gandhi Nagar, Varanasi",+91-7429238159,Indian,Arrested,2022-03-08
39998,Rekha Singh,Female,22,"525, Shivaji Marg, Srinagar",+91-9509640759,Indian,Absconding,2019-11-25
39999,Rajesh Das,Male,26,"930, Gandhi Nagar, Agra",+91-9718234972,Indian,At Large,2021-11-10
40000,Arun Mishra,Male,29,"792, Shivaji Marg, Delhi",+91-9063701529,Indian,Acquitted,2020-12-03
40001,Divya Shah,Female,64,"787, Patel Colony, Bangalore",+91-9977508590,Indian,Acquitted,2022-10-04
40002,Meena Reddy,Female,35,"836, Nehru Street, Jaipur",+91-9149822696,Indian,Convicted,2022-10-17
40003,Vinod Mishra,Male,54,"929, Patel Colony, Kanpur",+91-7687186065,Bangladeshi,Convicted,2023-03-25
40004,Harish Bose,Male,32,"288, Shivaji Marg, Ludhiana",+91-8049195526,Indian,Acquitted,2021-11-12
40005,Deepak Joshi,Male,62,"571, Shivaji Marg, Hyderabad",+91-9493921809,Indian,Convicted,2020-05-06
40006,Naveen Patel,Male,22,"24, Gandhi Nagar, Nagpur",+91-7065381675,Bangladeshi,At Large,2021-01-11
40007,Girish Pillai,Male,61,"822, Nehru Street, Surat",+91-7547743969,Indian,Absconding,2022-03-01
40008,Anita Rao,Female,22,"322, Patel Colony, Delhi",+91-8754886016,Indian,Arrested,2021-05-26
40009,Manoj Iyer,Male,28,"249, Patel Colony, Pune",+91-8530937886,Indian,Acquitted,2021-12-19
40010,Lakshmi Pillai,Female,38,"365, Shivaji Marg, Varanasi",+91-7621833283,Indian,Arrested,2023-03-20
40011,Arun Patel,Male,42,"352, MG Road, Hyderabad",+91-8665379691,Indian,At Large,2019-12-04
40012,Sushma Joshi,Female,35,"568, Patel Colony, Faridabad",+91-9026732347,Indian,Convicted,2019-06-22
40013,Suresh Shah,Male,44,"316, Shivaji Marg, Ludhiana",+91-9335989743,Indian,At Large,2020-06-21
40014,Rajesh Gupta,Male,51,"489, Patel Colony, Thane",+91-8749075043,Indian,Convicted,2023-03-05
40015,Sanjay Tiwari,Male,54,"537, Patel Colony, Nagpur",+91-7920899298,Indian,Convicted,2023-11-08
40016,Amit Singh,Male,63,"433, MG Road, Thane",+91-8023545806,Indian,Arrested,2021-11-07
40017,Vinod Kumar,Male,59,"703, Patel Colony, Thane",+91-7238116806,Indian,Acquitted,2022-04-05
40018,Radha Kumar,Female,63,"983, Gandhi Nagar, Varanasi",+91-9011475345,Indian,Absconding,2019-03-24
40019,Neha Tiwari,Female,36,"682, Nehru Street, Varanasi",+91-7802962803,Indian,Acquitted,2021-07-28
40020,Usha Gupta,Female,20,"569, Gandhi Nagar, Delhi",+91-7184370384,Indian,Absconding,2021-01-03
40021,Ajay Rao,Male,37,"135, Shivaji Marg, Chennai",+91-9906543913,Indian,Acquitted,2020-12-16
40022,Divya Pandey,Female,40,"282, Nehru Street, Jaipur",+91-7359969640,Indian,Arrested,2019-01-25
40023,Vikram Gupta,Male,36,"496, Shivaji Marg, Bhopal",+91-8080073650,Nepali,Arrested,2023-09-03
40024,Rekha Singh,Female,35,"437, Nehru Street, Vasai",+91-9629028440,Indian,Convicted,2023-09-30
40025,Pradeep Tiwari,Male,40,"488, MG Road, Visakhapatnam",+91-7981109150,Indian,Convicted,2023-08-24
40026,Vikram Das,Male,28,"66, Gandhi Nagar, Vasai",+91-8322507460,Indian,Arrested,2023-04-10
40027,Rahul Joshi,Male,26,"45, Nehru Street, Vasai",+91-9829735295,Indian,Arrested,2019-12-31
40028,Dinesh Bose,Male,47,"726, MG Road, Surat",+91-8214111515,Indian,At Large,2023-11-25
40029,Manoj Verma,Male,44,"579, Nehru Street, Ghaziabad",+91-9755675583,Indian,Absconding,2020-07-07
40030,Rajesh Singh,Male,24,"227, Nehru Street, Bangalore",+91-7771765911,Indian,Absconding,2021-09-18
40031,Ravi Rao,Male,43,"381, Shivaji Marg, Nashik",+91-8218606394,Indian,Acquitted,2020-01-03
40032,Geeta Pandey,Female,32,"15, MG Road, Delhi",+91-7839314207,Indian,Absconding,2021-05-20
40033,Dinesh Chopra,Male,52,"609, MG Road, Pune",+91-9296403778,Pakistani,Arrested,2021-04-06
40034,Arun Iyer,Male,47,"807, Shivaji Marg, Ahmedabad",+91-8917835457,Indian,Arrested,2023-12-10
40035,Arun Joshi,Male,55,"450, Shivaji Marg, Mumbai",+91-8034201346,Indian,At Large,2019-05-16
40036,Sunita Rao,Female,35,"470, Patel Colony, Nashik",+91-8668731081,Indian,Acquitted,2023-10-16
40037,Ravi Verma,Male,27,"210, Nehru Street, Visakhapatnam",+91-8504865085,Indian,Acquitted,2023-12-23
40038,Meena Kumar,Female,24,"425, Gandhi Nagar, Chennai",+91-8559704336,Indian,Absconding,2019-07-22
40039,Lakshmi Joshi,Female,59,"515, Patel Colony, Ahmedabad",+91-8195156858,Indian,Absconding,2020-10-31
40040,Neha Iyer,Female,20,"511, Shivaji Marg, Ahmedabad",+91-9996621752,Indian,Absconding,2023-12-03
40041,Neha Nair,Female,34,"655, Gandhi Nagar, Thane",+91-7056501866,Indian,Convicted,2022-03-05
40042,Pooja Rao,Female,55,"225, Gandhi Nagar, Kanpur",+91-9374728882,Indian,Convicted,2023-02-05
40043,Deepak Pillai,Male,20,"47, MG Road, Mumbai",+91-7297015344,Indian,Convicted,2023-05-31
40044,Padma Pandey,Female,48,"203, Gandhi Nagar, Surat",+91-8635868333,Indian,Convicted,2019-08-04
40045,Rahul Patel,Male,38,"843, Shivaji Marg, Rajkot",+91-9990178164,Indian,At Large,2021-08-06
40046,Sunita Iyer,Female,65,"201, MG Road, Mumbai",+91-9190593056,Indian,Convicted,2022-04-21
40047,Suresh Rao,Male,38,"106, Nehru Street, Varanasi",+91-9881286486,Indian,Convicted,2019-02-04
40048,Sunil Nair,Male,30,"380, Shivaji Marg, Chennai",+91-9715360464,Indian,At Large,2021-06-23
40049,Sunil Pandey,Male,35,"219, Shivaji Marg, Jaipur",+91-8426316086,Indian,At Large,2020-03-03
40050,Pradeep Pandey,Male,18,"234, Nehru Street, Nagpur",+91-9527315858,Indian,Arrested,2020-03-10
40051,Seema Verma,Female,48,"554, MG Road, Faridabad",+91-8059050228,Indian,Arrested,2019-09-16
40052,Nitin Sharma,Male,47,"211, Patel Colony, Varanasi",+91-8358498955,Indian,Acquitted,2021-02-13
40053,Harish Reddy,Male,30,"77, Shivaji Marg, Bangalore",+91-8641117786,Indian,At Large,2022-06-02
40054,Nitin Shah,Male,25,"161, Gandhi Nagar, Chennai",+91-9387234525,Pakistani,At Large,2020-03-20
40055,Anjali Pillai,Female,37,"379, MG Road, Agra",+91-7734002881,Bangladeshi,Convicted,2021-09-28
40056,Radha Iyer,Female,50,"701, Patel Colony, Mumbai",+91-9650408739,Indian,At Large,2019-08-25
40057,Sanjay Singh,Male,25,"275, Gandhi Nagar, Thane",+91-7389665120,Indian,Convicted,2023-04-04
40058,Geeta Bose,Female,43,"48, MG Road, Lucknow",+91-8357618849,Nepali,At Large,2021-04-03
40059,Arun Bose,Male,27,"887, Shivaji Marg, Srinagar",+91-9245795059,Indian,At Large,2019-12-23
40060,Anita Chopra,Female,51,"319, Patel Colony, Kanpur",+91-9929121162,Indian,Arrested,2020-12-23
40061,Harish Kumar,Male,45,"777, Shivaji Marg, Vasai",+91-9903641343,Indian,Acquitted,2023-11-01
40062,Rekha Patel,Female,51,"997, Patel Colony, Kolkata",+91-8126303168,Indian,Convicted,2020-09-06
40063,Arun Bose,Male,47,"559, Nehru Street, Kolkata",+91-9519141298,Indian,At Large,2021-04-20
40064,Neha Kumar,Female,52,"994, Patel Colony, Varanasi",+91-8881198173,Indian,Acquitted,2022-01-22
40065,Asha Verma,Female,40,"210, MG Road, Thane",+91-7066309271,Nepali,Convicted,2022-03-06
40066,Vikram Nair,Male,58,"386, Shivaji Marg, Delhi",+91-9883502750,Indian,At Large,2021-05-06
40067,Asha Chopra,Female,20,"403, Gandhi Nagar, Rajkot",+91-8757737022,Indian,Absconding,2023-04-01
40068,Dinesh Patel,Male,64,"147, MG Road, Faridabad",+91-8926276529,Nepali,At Large,2021-06-05
40069,Rajesh Nair,Male,22,"358, Patel Colony, Nagpur",+91-9781011156,Indian,At Large,2020-01-15
40070,Divya Gupta,Female,48,"558, MG Road, Jaipur",+91-7177366687,Indian,Absconding,2022-04-03
40071,Padma Gupta,Female,28,"889, Gandhi Nagar, Nagpur",+91-7537194151,Indian,Absconding,2023-08-03
40072,Amit Das,Male,58,"165, Gandhi Nagar, Hyderabad",+91-7509531219,Indian,Absconding,2022-05-08
40073,Neha Bose,Female,46,"76, Shivaji Marg, Nashik",+91-8474771800,Indian,Absconding,2019-04-06
40074,Nisha Tiwari,Female,44,"996, Shivaji Marg, Nashik",+91-8655438016,Pakistani,Arrested,2019-08-01
40075,Ravi Mehta,Male,44,"696, Nehru Street, Kanpur",+91-8838717153,Indian,Acquitted,2019-12-30
40076,Kiran Verma,Male,24,"911, Shivaji Marg, Patna",+91-7965988667,Indian,At Large,2023-12-03
40077,Seema Mishra,Female,58,"492, Nehru Street, Kolkata",+91-7286083440,Indian,Acquitted,2022-10-29
40078,Rahul Nair,Male,25,"163, Gandhi Nagar, Jaipur",+91-9795215627,Indian,Absconding,2020-07-05
40079,Arun Mehta,Male,37,"158, Patel Colony, Meerut",+91-8024217928,Indian,Absconding,2020-07-21
40080,Kiran Nair,Male,26,"522, Nehru Street, Meerut",+91-8098066765,Indian,Arrested,2021-11-20
40081,Nitin Bose,Male,57,"317, MG Road, Thane",+91-8320824953,Indian,Arrested,2021-08-15
40082,Naveen Reddy,Male,25,"321, Shivaji Marg, Agra",+91-8209514076,Indian,Convicted,2019-06-06
40083,Manoj Rao,Male,33,"602, MG Road, Pune",+91-7872189434,Bangladeshi,At Large,2021-06-10
40084,Divya Nair,Female,45,"89, Nehru Street, Nagpur",+91-8334109090,Pakistani,At Large,2023-12-14
40085,Manoj Patel,Male,28,"379, Nehru Street, Kanpur",+91-7320832956,Nepali,Arrested,2022-04-30
40086,Meena Das,Female,54,"911, Gandhi Nagar, Mumbai",+91-7331503330,Bangladeshi,Absconding,2022-11-23
40087,Radha Pillai,Female,42,"919, Shivaji Marg, Indore",+91-8617492752,Indian,At Large,2023-09-24
40088,Radha Gupta,Female,32,"339, Shivaji Marg, Agra",+91-7414328328,Nepali,Arrested,2019-05-06
40089,Naveen Chopra,Male,30,"388, MG Road, Nagpur",+91-7726153587,Indian,Arrested,2022-10-12
40090,Sunil Rao,Male,51,"41, Shivaji Marg, Agra",+91-8267078411,Indian,At Large,2020-12-12
40091,Rahul Gupta,Male,35,"946, Shivaji Marg, Ludhiana",+91-9444609835,Indian,Convicted,2020-11-22
40092,Anita Shah,Female,35,"15, Shivaji Marg, Nashik",+91-7703785369,Pakistani,At Large,2023-02-21
40093,Sanjay Mishra,Male,25,"896, Shivaji Marg, Delhi",+91-8487464561,Indian,Absconding,2019-05-21
40094,Radha Mehta,Female,30,"314, MG Road, Hyderabad",+91-7400682274,Bangladeshi,Acquitted,2023-09-27
40095,Padma Kumar,Female,64,"528, Shivaji Marg, Chennai",+91-8502097308,Indian,Convicted,2021-04-18
40096,Naveen Tiwari,Male,21,"141, Gandhi Nagar, Faridabad",+91-9472627379,Indian,Arrested,2021-01-16
40097,Lakshmi Pillai,Female,50,"404, Patel Colony, Vasai",+91-7087309969,Bangladeshi,Acquitted,2020-01-15
40098,Arun Bose,Male,42,"248, Shivaji Marg, Faridabad",+91-8757858404,Indian,Convicted,2019-04-22
40099,Divya Shah,Female,34,"289, MG Road, Nagpur",+91-7202442373,Indian,Arrested,2022-04-01
40100,Usha Nair,Female,61,"129, Gandhi Nagar, Bangalore",+91-7115132693,Indian,Convicted,2019-08-11
40101,Manoj Das,Male,42,"628, Patel Colony, Nashik",+91-7054954877,Indian,Arrested,2019-06-10
40102,Seema Das,Female,22,"328, MG Road, Jaipur",+91-8777607125,Indian,Acquitted,2022-11-07
40103,Kiran Gupta,Male,45,"914, Nehru Street, Chennai",+91-8616600538,Indian,Acquitted,2020-09-07
40104,Vikram Nair,Male,34,"132, Gandhi Nagar, Ahmedabad",+91-8714897032,Indian,Convicted,2023-06-25
40105,Ajay Singh,Male,35,"109, Patel Colony, Meerut",+91-8340991734,Indian,Convicted,2023-11-21
40106,Seema Joshi,Female,64,"294, Nehru Street, Meerut",+91-9661366875,Indian,Convicted,2022-08-04
40107,Sushma Pillai,Female,51,"670, Shivaji Marg, Kalyan",+91-8129923721,Indian,Convicted,2020-01-14
40108,Rajesh Nair,Male,61,"714, Nehru Street, Mumbai",+91-7033074462,Indian,Absconding,2022-02-01
40109,Geeta Chopra,Female,28,"594, Gandhi Nagar, Visakhapatnam",+91-9543355580,Indian,Convicted,2023-05-21
40110,Seema Joshi,Female,38,"229, Patel Colony, Delhi",+91-9790532088,Indian,At Large,2019-03-04
40111,Ajay Joshi,Male,30,"555, MG Road, Delhi",+91-7003228767,Nepali,Arrested,2019-08-16
40112,Usha Verma,Female,64,"696, Patel Colony, Ghaziabad",+91-9164750943,Indian,Absconding,2021-06-13
40113,Geeta Mishra,Female,46,"353, Nehru Street, Varanasi",+91-9445964484,Indian,Convicted,2020-03-25
40114,Neha Joshi,Female,35,"308, Patel Colony, Pune",+91-8324692012,Indian,Arrested,2020-11-21
40115,Rahul Chopra,Male,60,"239, Gandhi Nagar, Faridabad",+91-9923417099,Indian,Convicted,2020-06-17
40116,Priya Singh,Female,47,"545, Nehru Street, Delhi",+91-8968050950,Indian,Absconding,2023-08-07
40117,Rahul Pillai,Male,58,"697, Patel Colony, Hyderabad",+91-7789203353,Indian,Convicted,2020-07-30
40118,Priya Mishra,Female,62,"680, MG Road, Delhi",+91-7928872077,Indian,Arrested,2019-05-03
40119,Rajesh Kumar,Male,58,"270, Nehru Street, Varanasi",+91-7124886076,Indian,Convicted,2021-03-02
40120,Pooja Sharma,Female,22,"9, MG Road, Indore",+91-9504947819,Bangladeshi,Arrested,2019-04-11
40121,Padma Mishra,Female,41,"940, Shivaji Marg, Kalyan",+91-9994427882,Indian,At Large,2020-11-11
40122,Rahul Sharma,Male,58,"635, MG Road, Chennai",+91-7343765191,Indian,Acquitted,2023-09-13
40123,Pooja Shah,Female,50,"969, Gandhi Nagar, Ghaziabad",+91-7891669417,Indian,Arrested,2020-10-20
40124,Pradeep Iyer,Male,65,"86, Gandhi Nagar, Chennai",+91-8708308875,Indian,Arrested,2023-03-31
40125,Rekha Das,Female,55,"261, Gandhi Nagar, Pune",+91-9970633974,Indian,Arrested,2019-11-30
40126,Manoj Mishra,Male,43,"507, Patel Colony, Thane",+91-8582238188,Indian,Absconding,2022-06-05
40127,Rani Bose,Female,50,"170, Gandhi Nagar, Hyderabad",+91-9283329647,Indian,At Large,2021-08-26
40128,Meena Iyer,Female,28,"718, Shivaji Marg, Hyderabad",+91-8555050873,Bangladeshi,Convicted,2019-02-03
40129,Sanjay Singh,Male,56,"328, Gandhi Nagar, Vasai",+91-9641904906,Indian,Convicted,2019-06-15
40130,Nisha Singh,Female,62,"36, Gandhi Nagar, Delhi",+91-8741161462,Indian,Convicted,2019-11-30
40131,Rani Nair,Female,54,"90, MG Road, Faridabad",+91-7846020374,Indian,Absconding,2020-03-14
40132,Deepak Mehta,Male,23,"446, Gandhi Nagar, Nashik",+91-7976647553,Indian,Absconding,2022-04-13
40133,Lakshmi Das,Female,34,"458, Nehru Street, Jaipur",+91-8032299786,Indian,Convicted,2021-03-04
40134,Deepak Mishra,Male,52,"709, Shivaji Marg, Lucknow",+91-9097757647,Indian,Convicted,2022-04-05
40135,Pradeep Patel,Male,43,"571, Patel Colony, Bhopal",+91-8484296671,Indian,Acquitted,2020-04-09
40136,Girish Shah,Male,28,"980, Gandhi Nagar, Agra",+91-7810986197,Indian,Acquitted,2021-10-31
40137,Geeta Pandey,Female,19,"10, MG Road, Delhi",+91-7048993169,Bangladeshi,Arrested,2023-11-24
40138,Rajesh Das,Male,47,"759, Gandhi Nagar, Bhopal",+91-7098673628,Indian,Arrested,2020-08-17
40139,Meena Shah,Female,31,"717, Nehru Street, Rajkot",+91-9659245834,Bangladeshi,At Large,2023-01-10
40140,Sunil Singh,Male,45,"893, Gandhi Nagar, Kolkata",+91-7486242133,Indian,At Large,2023-05-14
40141,Dinesh Nair,Male,36,"131, Patel Colony, Surat",+91-8597122706,Indian,At Large,2022-06-18
40142,Amit Pillai,Male,28,"529, Shivaji Marg, Kanpur",+91-8907935592,Indian,Acquitted,2022-07-08
40143,Nitin Iyer,Male,34,"317, Nehru Street, Faridabad",+91-8977558064,Indian,Arrested,2022-10-29
40144,Sunita Reddy,Female,33,"74, Patel Colony, Varanasi",+91-8817144171,Indian,Acquitted,2019-08-29
40145,Kiran Joshi,Male,47,"987, Nehru Street, Meerut",+91-8610065736,Indian,Arrested,2020-11-16
40146,Lakshmi Tiwari,Female,26,"211, Shivaji Marg, Hyderabad",+91-9254766791,Indian,Arrested,2021-02-03
40147,Nitin Joshi,Male,36,"340, MG Road, Vasai",+91-9945729005,Indian,Convicted,2019-07-12
40148,Anjali Singh,Female,37,"618, Patel Colony, Rajkot",+91-8972704732,Indian,Absconding,2020-11-17
40149,Rani Chopra,Female,53,"160, Nehru Street, Meerut",+91-8773985275,Indian,At Large,2020-10-20
40150,Anita Das,Female,20,"629, Shivaji Marg, Pune",+91-9850591800,Indian,At Large,2021-02-01
40151,Pradeep Singh,Male,41,"645, MG Road, Vasai",+91-8917296116,Indian,At Large,2022-03-01
40152,Asha Chopra,Female,39,"100, MG Road, Rajkot",+91-7236281393,Indian,Convicted,2019-08-17
40153,Anita Bose,Female,33,"241, Patel Colony, Delhi",+91-7228902712,Nepali,At Large,2020-04-29
40154,Nitin Iyer,Male,41,"59, Gandhi Nagar, Nashik",+91-7117459445,Nepali,Convicted,2023-04-12
40155,Rani Mishra,Female,33,"985, Nehru Street, Thane",+91-7181854721,Indian,Arrested,2021-01-19
40156,Pradeep Bose,Male,18,"687, MG Road, Kolkata",+91-7194853681,Indian,Acquitted,2022-10-05
40157,Pradeep Gupta,Male,58,"608, Shivaji Marg, Varanasi",+91-7058593851,Indian,Convicted,2022-03-20
40158,Geeta Iyer,Female,50,"83, Nehru Street, Jaipur",+91-7165087554,Indian,At Large,2020-01-16
40159,Dinesh Patel,Male,47,"168, Gandhi Nagar, Faridabad",+91-8543297503,Indian,Arrested,2021-10-21
40160,Anjali Bose,Female,33,"998, Patel Colony, Kanpur",+91-7231159034,Nepali,Convicted,2023-04-19
40161,Kiran Gupta,Male,41,"614, Patel Colony, Meerut",+91-8165942605,Indian,Acquitted,2022-09-29
40162,Amit Kumar,Male,64,"306, Shivaji Marg, Mumbai",+91-7052846555,Indian,At Large,2023-08-05
40163,Sanjay Chopra,Male,27,"747, Gandhi Nagar, Mumbai",+91-7341570621,Sri Lankan,Acquitted,2021-09-13
40164,Nitin Verma,Male,30,"812, Patel Colony, Thane",+91-9457657717,Indian,Absconding,2020-12-14
40165,Divya Reddy,Female,32,"147, MG Road, Faridabad",+91-8509427379,Indian,Arrested,2022-04-11
40166,Deepak Joshi,Male,18,"44, Gandhi Nagar, Bhopal",+91-9294012535,Indian,Convicted,2022-07-12
40167,Kavita Bose,Female,37,"686, Gandhi Nagar, Bhopal",+91-9635487363,Indian,Absconding,2019-09-08
40168,Pooja Joshi,Female,56,"171, Nehru Street, Bhopal",+91-8045601859,Indian,At Large,2019-12-27
40169,Girish Nair,Male,24,"478, Patel Colony, Thane",+91-9188740479,Indian,Convicted,2021-12-27
40170,Pradeep Reddy,Male,25,"45, Shivaji Marg, Jaipur",+91-8478724378,Indian,Arrested,2019-06-15
40171,Harish Verma,Male,50,"639, MG Road, Patna",+91-9664413976,Indian,Arrested,2022-11-04
40172,Dinesh Patel,Male,22,"871, Patel Colony, Nashik",+91-8792085804,Indian,Convicted,2020-12-07
40173,Radha Nair,Female,41,"797, MG Road, Varanasi",+91-9516241084,Indian,Acquitted,2022-06-10
40174,Rani Tiwari,Female,37,"661, Patel Colony, Kanpur",+91-8382710849,Bangladeshi,Arrested,2023-11-23
40175,Girish Patel,Male,32,"9, Gandhi Nagar, Mumbai",+91-7138795070,Nepali,At Large,2021-05-22
40176,Neha Patel,Female,61,"425, Patel Colony, Srinagar",+91-7570703737,Indian,At Large,2022-02-13
40177,Sushma Patel,Female,24,"157, MG Road, Srinagar",+91-8333594179,Indian,Acquitted,2020-01-08
40178,Usha Singh,Female,35,"206, Shivaji Marg, Agra",+91-7473903672,Bangladeshi,Acquitted,2022-10-01
40179,Padma Bose,Female,37,"291, MG Road, Hyderabad",+91-8999381435,Indian,Convicted,2019-12-21
40180,Seema Pillai,Female,23,"498, Patel Colony, Nashik",+91-7495386695,Bangladeshi,Acquitted,2021-01-27
40181,Harish Patel,Male,38,"628, Shivaji Marg, Surat",+91-7269844413,Indian,Convicted,2021-10-20
40182,Kavita Tiwari,Female,18,"876, Nehru Street, Kanpur",+91-7799908672,Indian,Absconding,2020-12-17
40183,Rani Singh,Female,33,"843, Nehru Street, Meerut",+91-9181344934,Indian,Convicted,2023-05-20
40184,Ravi Patel,Male,33,"649, Nehru Street, Delhi",+91-7269778775,Bangladeshi,Arrested,2023-02-28
40185,Divya Verma,Female,19,"565, Nehru Street, Vasai",+91-9074895128,Indian,Absconding,2023-06-18
40186,Nisha Shah,Female,43,"615, Patel Colony, Kolkata",+91-9085480518,Indian,Arrested,2021-03-31
40187,Dinesh Bose,Male,32,"527, Gandhi Nagar, Pune",+91-9185951456,Indian,Convicted,2021-03-26
40188,Rani Tiwari,Female,29,"448, Shivaji Marg, Faridabad",+91-9017071254,Indian,At Large,2021-02-18
40189,Dinesh Mishra,Male,18,"117, Shivaji Marg, Nagpur",+91-7104528815,Indian,Arrested,2020-08-03
40190,Priya Joshi,Female,38,"856, Nehru Street, Kalyan",+91-9892333328,Indian,Convicted,2023-09-12
40191,Girish Pandey,Male,18,"792, Shivaji Marg, Kolkata",+91-7274405429,Indian,Absconding,2022-04-25
40192,Pooja Kumar,Female,56,"487, Shivaji Marg, Ghaziabad",+91-8730994514,Indian,Arrested,2022-02-11
40193,Seema Sharma,Female,36,"792, Shivaji Marg, Kanpur",+91-9490562256,Indian,At Large,2021-12-23
40194,Padma Nair,Female,50,"552, Patel Colony, Ghaziabad",+91-9312701322,Pakistani,Convicted,2020-02-27
40195,Lakshmi Rao,Female,22,"947, Patel Colony, Rajkot",+91-7947095185,Pakistani,Arrested,2022-10-23
40196,Pooja Pillai,Female,55,"525, Shivaji Marg, Srinagar",+91-7139011432,Indian,At Large,2022-02-22
40197,Neha Mishra,Female,60,"238, MG Road, Visakhapatnam",+91-9615535344,Indian,Acquitted,2021-11-21
40198,Girish Bose,Male,53,"941, MG Road, Bangalore",+91-8487908192,Pakistani,Arrested,2021-12-03
40199,Nisha Mishra,Female,30,"939, Patel Colony, Visakhapatnam",+91-9874241063,Pakistani,At Large,2021-10-25
40200,Divya Nair,Female,50,"475, Gandhi Nagar, Varanasi",+91-7285576761,Indian,Convicted,2022-04-19
40201,Radha Joshi,Female,56,"270, MG Road, Kanpur",+91-7822976587,Indian,Arrested,2023-02-20
40202,Dinesh Tiwari,Male,27,"699, Nehru Street, Ahmedabad",+91-7264563349,Pakistani,Acquitted,2022-03-23
40203,Divya Joshi,Female,34,"736, Gandhi Nagar, Indore",+91-9369184982,Indian,Arrested,2020-12-31
40204,Arun Mehta,Male,64,"112, Patel Colony, Thane",+91-7908575556,Indian,Absconding,2021-04-25
40205,Anita Iyer,Female,20,"757, Shivaji Marg, Kanpur",+91-8980041710,Indian,Absconding,2021-10-11
40206,Radha Pandey,Female,39,"107, Gandhi Nagar, Indore",+91-8849970680,Indian,Arrested,2021-05-06
